Name,UFCO_2,HANF_1,FICO_1,WOCA_1,SCHO_1,EGSH_2,EGWA_2,EGSH_1,TWCA_2,SWCA_1,HOSP_2,HANF_2,TWCA_1,SCHO_2,HOSP_1,UFCO_1,NURH_1,EGWA_1,RWCO_1,RWCO_2,WOCA_2,NURH_2,RFSC_2,SWCA_2,RFSC_1,FICO_2
Flavobacterium sp KJJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074953,0,0,0,0,0,0,0,0,0,0,0
Flavobacterium sp MEB061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109622,0,0,0,0,0,0,0,0,0,0,0
Flavobacterium sp URHB0058,0,0,0,0,0,0,0,0,0,0,0.000863986,0,0,0,0.005637005,0,0,0,0,0,0,0,0,0,0,0
Galbibacter marinus,0,0,0.000353451,0,0,0,0,0,0.00084877,0,0,0,0.001076082,0,0,0,0,0,0.000795753,0.000753962,0,0,0.000303607,0,0.000509526,0.000475272
Gelidibacter mesophilus DSM 14095,0,0,0,0,0,0,0,0,0.000425142,0,0,0,0.0005278,0,0,0,0,0.001256889,0,0,0,0,0.000712845,0,0.001188209,0
Gemella haemolysans ATCC 10379,0,0,0,0,0.000110124,0,0,0,0,0,0,0,0,0.000176287,0,0,0,0,0,0,0,0,0,0,0,0
Geobacillus sp G11MC16,0,0,2.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,6.71E-05,0,0,0,0,0,0,0,0,0,0
Geobacillus sp WCH70,0,0,0.000679801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000905519
Geobacillus thermodenitrificans NG80 2,0,0,3.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17E-05
Gluconobacter frateurii NBRC 103465,0,0,0,0,0.0012016,0,0,0,0,0,0,0,0,0.002750568,0,0,0,0,0,0,0,0,0,0,0,0
Gordonia paraffinivorans NBRC 108238,0.001767516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019161,0,0,0,0,0,0,0,0,0,0
Granulicatella adiacens ATCC 49175,0,0,0,0,0.000411355,0,0,0,0,0,0,0,0,0.000845338,0,0,0,0,0,0,0,0,0,0,0,0
Granulicatella elegans ATCC 700633,0,0,0,0,0.000451847,0,0,0,0,0,0,0,0,0.000872125,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus haemolyticus M21127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306398,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus haemolyticus M21621,0,0,0,0,0.000134347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus parainfluenzae ATCC 33392,0,0,0,0,0.000387638,0,0,0,0,0,0,0,0,0.000849037,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus sp oral taxon 851 str F0397,0,0,0,0,0.000103471,0,0,0,0,0,0,0,0,0.000232541,0,0,0,0,0,0,0,0,0,0,0,0
Halotalea alkalilenta DSM 17697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001112525,0.001218509,0,0,0,0,0,0
Janthinobacterium lividum strain RIT308,0,0,0,0,0,0,0,0,0,0,0.000201034,0,0,0,0.001293433,0,0,0,0,0,0,0,0,0,0,0
Janthinobacterium sp RA13,0,0,0,0,0,0,0,0,0,0,9.54E-05,0,0,0,0.000646716,0,0,0,0,0,0,0,0,0,0,0
Jeotgalicoccus psychrophilus DSM 19085,0,0,0,0,0,0.001345497,0.001993338,0.00126533,0,0,0,0,0,0,0,0,0,0.007938586,0,0,0,0,0.003599132,0,0.006118512,0
Jeotgalicoccus sp 13MG44 air,0,0,0,0,0,0,0.000237049,0,0,0,0,0,0,0,0,0,0,0.000951222,0,0,0,0,0.000484319,0,0.0007747,0
Jonesia denitrificans DSM 20603,0,0,0.000160488,0,0,0,0,0,0.000223879,0,0,0,0.000243366,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingella oralis ATCC 51147,0,0,0,0,0.000204557,0,0,0,0,0,0,0,0,0.000400665,0,0,0,0,0,0,0,0,0,0,0,0
Klebsiella pneumoniae UCI 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02E-05,0,0,0,0,0,0,0,0,0
Klebsiella sp 4 1 44FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96E-05,0,0,0,0,1.55E-05,0,0,0,0
Kurthia huakuii LAM0618,0.187591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194485856,0,0,0,0,0,0,0,0,0,0
Kurthia sp Dielmo,0.00057006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061082,0,0,0,0,0,0,0,0,0,0
Lactobacillus acidipiscis KCTC 13900,0.004856648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005089493,0,0,0.000279714,0.000315052,0,0,0,0,0,0
Lactobacillus acidophilus 30SC,0.000208926,0,0,0,0,0.00013231,5.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54E-05,0,5.19E-05,0
Lactobacillus amylovorus GRL 1112,0.000268737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277953,0,0,0,0,0,0,2.95E-05,0,0,0
Lactobacillus amylovorus GRL1118,0,0,0,0,0,0.000103977,4.50E-05,9.57E-05,0,0,0,0,0,0,0,0,0,0.00019441,0,0,0,0,0,0,0,0
Lactobacillus brevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20E-05,3.60E-05,0,0,0,0,0,0
Lactobacillus brevis ATCC 367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10E-06,0,1.07E-05,0
Lactobacillus buchneri CD034,0.001528685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001519025,0,0,0.000333124,0.000397058,0,0,0,0,0,0
Lactobacillus casei 21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13E-05,3.41E-05,0,0,0,0,0,0
Lactobacillus casei Lc 10,0,0.000816887,0,0,0,0,0,0,0,0,0,0.000111007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus crispatus EM LC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12E-05,0,0,0
Lactobacillus crispatus ST1,0,0,0,0,0,0,0,0.000478957,0,0,0,0,0,0,0,0,0,0.00089237,0,0,0,0,0,0,0.000151924,0
Lactobacillus curvatus CRL 705,0.000347935,0.000735092,0,0,6.62E-05,0,0,0,0,0,0,9.31E-05,0,0.000173991,0,0.000302453,0,0,0.000142692,0.000161696,0,0,0,0,0,0
Lactobacillus delbrueckii subsp bulgaricus 2038,0,0,0,0,4.22E-05,0,0,0,0,0,0,0,0,8.73E-05,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus fuchuensis DSM 14340 JCM 11249,0.00446437,0,0,0,0.000743606,0,0,0,0,0,0,0,0,0.001688762,0,0.004301763,0,0,0.002608683,0.002756549,0,0,0,0,0,0
Lactobacillus gallinarum DSM 10532 JCM 2011,0,0,0,0,0,0.018800531,0.008492028,0.018170858,0,0,0,0,0,0,0,0,0,0.034782418,0.000155353,0.000144708,0,0,0.003210745,0,0.005388435,0
Lactobacillus harbinensis DSM 16991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000420296,0.000496979,0,0,0,0,0,0
Lactobacillus heilongjiangensis strain DSM 28069,0.00043002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043898,0,0,0.001475321,0.001556418,0,0,0,0,0,0
Lactobacillus helveticus CIRM BIA 104,0,0,0,0,0,0,0,2.30E-05,0,0,0,0,0,0,0,0,0,5.42E-05,0,0,0,0,0,0,0,0
Lactobacillus helveticus CNRZ32,0,3.76E-05,0,0,1.37E-06,0,0,0,0,0,0,4.22E-06,0,2.30E-06,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus ingluviei str Autruche 4,0,0,0,0,0,0.000631598,0.00038907,0.000598018,0,0,0,0,0,0,0,0,0,0.001414434,0,0,0,0,0.000269694,0,0.000409303,0
Lactobacillus johnsonii FI9785,0,0,0,0,0,0.003531626,0.001883551,0.003440636,0,0,0,0,0,0,0,0,0,0.007958093,0,0,0,0,0.000418862,0,0.000742079,0
Lactobacillus kitasatonis DSM 16761 JCM 1039,0.000595841,0,0,0,0,0.001937879,0.001010042,0.001871823,0,0,0,0,0,0,0,0.000625183,0,0.004081625,0,0,0,0,0.000419932,0,0.000697046,0
Lactobacillus murinus ASF361,0,0,0,0,0,0.000176293,0.0001563,0.000182253,0,0,0,0,0,0,0,0,0,0.00059844,0,0,0,0,0.000142447,0,0.000248659,0
Lactobacillus parabrevis ATCC 53295,0.000678751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000650697,0,0,0.001140087,0.001197351,0,0,0,0,0,0
Lactobacillus paralimentarius DSM 13238 JCM 10415,0.002947854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003154975,0,0,0,0,0,0,0,0,0,0
Lactobacillus plantarum 16,0,0.00131805,0,0,0,0,0,0,0,0,0,0.000150572,0,0,0,0,0,0,8.08E-05,7.51E-05,0,0,3.97E-05,0,5.52E-05,0
Lactobacillus reuteri SD2112,0,0,0,0,0,2.28E-05,8.51E-06,1.82E-05,0,0,0,0,0,0,0,0,0,4.71E-05,0,0,0,0,7.03E-06,0,1.40E-05,0
Lactobacillus rhamnosus Lc 705,0,0,0,0,0,0,0,0,0,0,0,1.12E-06,0,0,0,0,6.94E-06,0,0,0,0,0,0,0,0,0
Lactobacillus saerimneri DSM 16049,0,0,0,0,0,0,2.67E-05,0,0,0,0,0,0,0,0,0,0,8.23E-05,0,0,0,0,0,0,0,0
Lactobacillus sakei subsp sakei 23K,0,0.000781185,0,0,0,0,0,0,0,0,0,8.59E-05,0,0,0,0,0,0,0.000189377,0,0,0,0,0,0,0
Lactobacillus sakei subsp sakei DSM 20017 JCM 1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94E-05,0,0,0,0,0,0
Lactobacillus salivarius GJ 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131305,0
Lactobacillus salivarius SMXD51,0,0,0,0,0,0.000458813,0.000303685,0.000456039,0,0,0,0,0,0,0,0,0,0.00133624,0,0,0,0,5.82E-05,0,0,0
Lactobacillus sp ASF360,0,0,0,0,0,0,5.40E-05,0,0,0,0,0,0,0,0,0,0,0.000235078,0,0,0,0,0.000162993,0,0.000280254,0
Lactobacillus vaginalis DSM 5837 ATCC 49540,0,0,0,0,0,0.004450961,0.002122689,0.004297049,0,0,0,0,0,0,0,0,0,0.008315835,0,0,0,0,0.001406825,0,0.002230033,0
Lactobacillus vini DSM 20605,0.000177783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171841,0,0,0,0,0,0,0,0,0,0
Lactococcus lactis subsp cremoris HP,0,0.003605653,0,0,0.001493793,0,0,0,0,0,0,0.000412151,0,0.002661277,0,0,0.001681388,0,0,0,0,0.001025423,0,0,0,0
Latescibacteria bacterium JGI 0000059 A10,0,0,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15E-05
Lautropia mirabilis ATCC 51599,0,0,0,0,0.000153942,0,0,0,0,0,0,0,0,0.000280759,0,0,0,0,0,0,0,0,0,0,0,0
Leptotrichia shahii DSM 19757,0,0,0,0,5.54E-05,0,0,0,0,0,0,0,0,8.85E-05,0,0,0,0,0,0,0,0,0,0,0,0
Leucobacter salsicius M1 8,0.00152786,0,0.001362403,0,0,0,0.00019349,0.000216154,0.000680814,0,0,0,0.000853933,0,0,0.001696779,0,0.00073499,0,0,0,0,0,0,0,0.001739099
Leuconostoc carnosum JB16,0,0.000497965,0,0,0.000705573,0,0,0,0,0,0,5.79E-05,0,0.001420504,0,0,0,0,0.000293693,0.000248953,0,0,0,0,0,0
Leuconostoc citreum KM20,0,5.30E-05,0,0,0,0,0,0,0,0,0,0,0,6.52E-05,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc citreum LBAE C10,0,0,0,0,5.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc citreum LBAE E16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51E-05,0
Leuconostoc citreum NRRL B742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11E-05,3.24E-05,0,0,0,0,0,0
Leuconostoc gelidum KCTC 3527,0,0.001086518,0,0,0.000498124,0,0,0,0,0,0,0.000141767,0,0.001002619,0,0,0,0,0.00072322,0.000761684,0,0,2.83E-05,0,3.97E-05,0
Leuconostoc inhae KCTC 3774,0,0.000290413,0,0,7.72E-05,0,0,0,0,0,0,3.16E-05,0,0.000164042,0,0,0,0,0.000198477,0.000179147,0,0,0,0,0,0
Leuconostoc kimchii IMSNU 11154,0,9.96E-05,0,0,0,0,0,0,0,0,0,1.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc lactis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118375,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc mesenteroides KFRI MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51E-05,4.14E-05,0,0,3.22E-05,0,4.69E-05,0
Leuconostoc mesenteroides subsp cremoris ATCC 19254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101537,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc mesenteroides subsp mesenteroides ATCC 8293,0,0,0,0,0.000112293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc pseudomesenteroides KCTC 3652,0,0,0,0,0.032701907,0,0,0,0,0,0,0,0,0.071577024,0,0,0,0,0.000372028,0.000346866,0,0,0,0,0,0
Leuconostoc sp C2,0,0.000113235,0,0,0,0,0,0,0,0,0,1.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc sp DORA 2,0,0,0,0,1.46E-05,0,0,0,0,0,0,0,0,3.21E-05,0,0,0,0,0,7.88E-06,0,0,0,0,0,0
Luteimonas mephitis DSM 12574,0,0,0,0.000648374,0,0,0,0,0,0,0,0,0.000199986,0,0,0,0,0,0,0,0.000721283,0,0.000314758,0,0.00050573,0
Luteimonas sp J29,0.002974459,0,0.001507599,0,0,0,0,0,0.001732741,0,0,0,0.002284718,0,0,0.003329182,0,0,0.000715044,0.000775429,0,0,0,0,0,0.001878197
Lysinibacillus massiliensis 4400831 CIP 108448 CCUG 49529,0.001762979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001925055,0,0,0,0,0,0,0,0,0,0
Lysinibacillus sp BF 4,0.010362141,0,0.000175022,0,0,0,0,0,0,0,0,0,0,0,0,0.010567444,0,0,0,0,0,0,0,0,0,0.000279579
Lysobacter arseniciresistens ZS79,0,0,0,0.000691218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000806936,0,0,0,0,0
Lysobacter defluvii IMMIB APB 9 DSM 18482,0,0,0,0,0,0,0,0,0.000213659,0,0,0,0.000267314,0,0,0,0,0,0,0,0,0,0.000176206,0,0.000288051,0
Marinobacter sp ES 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796676,0.000785313,0,0,0,0,0,0
Megamonas hypermegale DSM 1672,0,0,0,0,0,0,0.000104132,0,0,0,0,0,0,0,0,0,0,0.000495945,0,0,0,0,0,0,0,0
Megamonas rupellensis DSM 19944,0,0,0,0,0,0,2.26E-05,0,0,0,0,0,0,0,0,0,0,8.79E-05,0,0,0,0,0,0,0,0
Megasphaera sp BL7,3.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73E-05,0,0,0,0,0,0,0,0,0,0
Megasphaera sp NM10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,0,0
Methanobacterium formicicum,0.00044487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000398089,0,0,0,0,0,0,0,0,0,0
Methanobacterium sp MB1,0.004021976,0,0.000749447,0,0,0,0,0,0.000606913,0,0,0,0.000765389,0,0,0.004240597,0,0,0,0,0,0,0,0,0,0.001034681
Methylobacter marinus A45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000177417,0,0,0,0,0,0,0,0,0,0
Methylobacter sp BBA5 1,0.000225219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223038,0,0,0,0,0,0,0,0,0,0
Methylobacter whittenburyi,0.000254093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244159,0,0,0,0,0,0,0,0,0,0
Methylobacterium sp 285MFTsu5 1,0,0.000757739,0,0,0,0,0,0,0,0,0,7.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylocaldum szegediense O 12,0,0,0,0.000188824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morococcus cerebrosus strain CIP 81 93,0,0,0,0,9.67E-05,0,0,0,0,0,0,0,0,0.000190702,0,0,0,0,0,0,0,0,0,0,0,0
Mycetocola saprophilus strain NRRL B 24119,0,0,0,0,0,0,0,0,0,0,7.68E-07,0,0,0,1.10E-05,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium hassiacum DSM 44199,0.004270913,0,0.000222714,0.000308952,0,0,0,0,0.00021224,0.000314304,0,0,0.000263848,0,0,0.004608947,0,0,0,0,0.000349772,0,0,0.000201337,0,0.000281968
Mycobacterium phlei RIVM601174,0.000696075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000724029,0,0,0,0,0,0,0,0,0,0
Mycobacterium thermoresistibile ATCC 19527,0.004883047,0,0.00389962,0.000730368,0,0,0,0,0.001033948,0.000838027,0,0,0.001294449,0,0,0.005321149,0,0,0.00046131,0.000501612,0.000762287,0,0,0.000520256,0,0.005031037
Mycobacterium tuberculosis strain KT 0185,0,0,0,0,7.09E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neisseria cinerea ATCC 14685,0,0,0,0,0.00158208,0,0,0,0,0,0,0,0,0.003626138,0,0,0,0,0,0,0,0,0,0,0,0
Neisseria flavescens SK114,0,0,0,0,0.00141317,0,0,0,0,0,0,0,0,0.003169857,0,0,0,0,0,0,0,0,0,0,0,0
Neisseria macacae ATCC 33926,0,0,0,0,0.000101592,0,0,0,0,0,0,0,0,0.000239302,0,0,0,0,0,0,0,0,0,0,0,0
Neisseria mucosa ATCC 25996,0,0,0,0,0.000182937,0,0,0,0,0,0,0,0,0.000436126,0,0,0,0,0,0,0,0,0,0,0,0
Neisseria polysaccharea ATCC 43768,0,0,0,0,4.77E-05,0,0,0,0,0,0,0,0,0.000122712,0,0,0,0,0,0,0,0,0,0,0,0
Neisseria sicca ATCC 29256,0,0,0,0,0.000915914,0,0,0,0,0,0,0,0,0.002050011,0,0,0,0,0,0,0,0,0,0,0,0
Neisseria sp GT4A CT1,0,0,0,0,7.56E-05,0,0,0,0,0,0,0,0,0.00018764,0,0,0,0,0,0,0,0,0,0,0,0
Neisseria subflava NJ9703,0,0,0,0,0.000201809,0,0,0,0,0,0,0,0,0.000466358,0,0,0,0,0,0,0,0,0,0,0,0
Nitrobacter sp Nb 311A,0,0,0,0.00026971,0,0,0,0,0,0.000257137,0,0,0,0,0,0,0,0,0,0,0.000344565,0,0,0,0,0
Nitrobacter winogradskyi Nb 255,0.000688651,0,0,0.0003156,0,0,0,0,0,0.000244971,0,0,0,0,0,0.000711356,0,0,0,0,0.000352245,0,0,0,0,0
Nitrosomonas europaea ATCC 19718,0,0,0,0,0,0,0,0,0.000245737,0,0,0,0.000297249,0,0,0.000368351,0,0,0,0,0,0,0,0,0,0
Ochrobactrum rhizosphaerae SJY1,0,0,0,0,0,0,0,0,0.000217823,0,0,0,0.000277397,0,0,0,0,0,0,0,0,0,0,0,0,0
Oligella ureolytica DSM 18253,0,0,0.000212797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276309
Oligella urethralis DSM 7531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000156408,0.000198761,0,0,0,0,0,0
Paenibacillus lactis 154,0.001553228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001517842,0,0,0,0,0,0,0,0,0,0
Paenibacillus sophorae S27,0,0,0.000954749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000935801,0,0,0,0,0.00066762,0,0,0,0.001298162
Paenirhodobacter enshiensis,0.000504474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000578885,0,0,0,0,0,0,0,0,0,0
Pantoea agglomerans 299R,0,0.001422492,0,0,0,0,0,0,0,0,0,0.000162805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantoea sp MBLJ3,0,0.002575086,0,0,4.77E-05,0,0,0,0,0,0,0.000306643,0,0.00010715,0,0,0,0,0,0,0,0,0,0,0,0
Pantoea sp Sc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295275,0.000323083,0,0,0,0,0,0
Pantoea sp aB,0,0.001427021,0,0,4.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paracoccus sp TRP,0.000641421,0,0.00040349,0,0,0,0,0,0,0,0,0,0,0,0,0.000680097,0,0,0.000314134,0.000311963,0,0,0,0,0,0.000554127
Pediococcus acidilactici D3,0,0.005659061,0,0,0,0,0,0,0,0,0,0.000629941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phascolarctobacterium sp CAG 207,0.000466732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491698,0,0,0,0,0,0,0,0,0,0
Phascolarctobacterium sp CAG 266,0,0,0,0,0,0.000758692,0.001005304,0.000742573,0,0,0,0,0,0,0,0,0,0.003984254,0,0,0,0,0,0,0,0
Photobacterium halotolerans DSM 18316,0,0,0,0.000762962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000931641,0,0,0,0,0
Porphyromonas sp KLE 1280,0,0,0,0,0.000566599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porphyromonas sp oral taxon 279 str F0450,0,0,0,0,0.001262338,0,0,0,0,0,0,0,0,0.002731945,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella sp oral taxon 473 str F0040,0,0,0,0,0.000268042,0,0,0,0,0,0,0,0,0.000563686,0,0,0,0,0,0,0,0,0,0,0,0
Propionibacterium freudenreichii subsp shermanii CIRM BIA1,0,0,0,0,2.79E-05,0,0,0,0,0,0,0,0,5.29E-05,0,0,0.000108471,0,0,0,0,7.73E-05,0,0,0,0
Proteiniclasticum ruminis DSM 24773,0.000409396,0,0,0,0,0,0,0,0.000569064,0,0,0,0.000737975,0,0,0.000398258,0,0,0,0,0,0,0,0,0,0
Proteiniphilum acetatigenes DSM 18083,0.001251286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001333329,0,0,0,0,0,0,0,0,0,0
Proteus hauseri ZMd44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868154,0.000844462,0,0,0,0,0,0
Proteus mirabilis strain FDA MicroDB 87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92E-05,0,0,0,0,0,0
Proteus penneri ATCC 35198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399855,0.000395205,0,0,0,0,0,0
Proteus vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271933,0,0,0,0,0,0,0
Providencia rettgeri strain CCBH11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000990801,0.000988398,0,0,0,0,0,0
Pseudochrobactrum sp AO18b,0.00046405,0,0,0,0,0,0,0,0.000242046,0,0,0,0.000265318,0,0,0.000481391,0,0,0,0,0,0,0,0,0,0
Pseudoflavonifractor capillosus ATCC 29799,0,0,0,0,0,0,0.00027322,0,0,0,0,0,0,0,0,0,0,0.00113406,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa strain AZPAE12418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72E-05,0,0,0,0,0,0,0,0,0,0
Pseudomonas aeruginosa strain AZPAE15037,8.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57E-05,0,0,0,0,0,0,0
Pseudomonas agarici NCPPB 2289,0,0,0,0,0,0,0,0,0,0,0.017533163,0,0,0,0.110361462,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas bauzanensis,0,0,0.000302125,0,0,0,0.000140966,0,0.000262106,0,0,0,0.000288636,0,0,0,0,0.000549176,0.008425699,0.008980057,0,0,0,0,0,0.000427355
Pseudomonas chlororaphis strain EA105,0,0,0,0,0,0,0,0,0,0,7.79E-05,0,0,0,0.000459143,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas extremaustralis 14 3 substr 14 3b,0,0,0,0,0,0,0,0,0,0,0.000216048,0,0,0,0.00137345,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas fluorescens LMG 5329,0,0,0,0,0.003041382,0,0,0,0,0,0,0,0,0.006029106,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas fluorescens NZ052,0,0,0,0,0,0,0,0,0,0,0.090491143,0,0,0,0.567210697,0,0.00042,0,0,0,0,0,0,0,0,0
Pseudomonas fluorescens SBW25,0,0.004495543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas fluorescens strain AU6308,0,0,0,0,0,0,0,0,0,0,0,6.77E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas fragi B25,0.001015548,0.010686673,0,0,0.002232193,0,0,0,0,0,0.000133057,0.00123745,0,0.004641129,0.000830771,0.000982719,0,0,0.001836404,0.001985444,0,0,0,0,0,0
Pseudomonas frederiksbergensis strain SI8,0,0.003066923,0,0,0,0,0,0,0,0,8.86E-05,0.000357126,0,0,0.00053457,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas gingeri NCPPB 3146,0,0,0,0,0,0,0,0,0,0,0.000518782,0,0,0,0.003543859,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas mandelii JR 1,0,0,0,0,0,0,0,0,0,0,0.003550581,0,0,0.000353085,0.021643351,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas monteilii,0,0,0,9.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109865,0,0,0,0,0
Pseudomonas moraviensis R28 S,0,0.001086252,0,0,0.000552282,0,0,0,0,0,0.00033684,0.000129016,0,0.001181968,0.002131854,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas oryzihabitans NBRC 102199,0,0.000269631,0,0,0,0,0,0,0,0,0,2.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas poae RE*1 1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266367,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas psychrophila HA 4,0,0.011426294,0,0,0.000333697,0,0,0,0,0,0,0.00134499,0,0.000701833,0,0.000783506,0,0,0,0,0,0,0,0,0,0
Pseudomonas psychrotolerans L19,0,0.000463862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
