"resource","consumer"
"Navicula menisculus","Serratella ignita"
"Navicula menisculus","Sericostoma personatum"
"Navicula menisculus","Silo nigricornis"
"Navicula menisculus","Simuliidae gra"
"Navicula menisculus","Tanypodinae"
"Navicula tripunctata","Agapetus fuscipes"
"Navicula tripunctata","Agapetus ochripes"
"Navicula tripunctata","Ancylus"
"Navicula tripunctata","Oligochaetae"
"Navicula tripunctata","Baetis sp."
"Navicula tripunctata","Caenis rivulorum"
"Navicula tripunctata","Ceratopogonidae"
"Navicula tripunctata","Chironomidae"
"Navicula tripunctata","Ecclisopteryx gluttalata"
"Navicula tripunctata","Elmis aenea Lv."
"Navicula tripunctata","Ephemera danica"
"Navicula tripunctata","Erpobdella"
"Navicula tripunctata","Gammarus"
"Navicula tripunctata","Gasterosteus"
"Navicula tripunctata","Glossiphonia"
"Navicula tripunctata","Heptagenia sulphurea"
"Navicula tripunctata","Hydropsyche pellucidula"
"Navicula tripunctata","Hydropsyche siltalai"
"Navicula tripunctata","Lampetra planeri"
"Navicula tripunctata","Leuctra hippopus"
"Navicula tripunctata","Limnius volckmari Lv."
"Navicula tripunctata","Odontocerum albicorne"
"Navicula tripunctata","Phoxinus phoxinus"
"Navicula tripunctata","Pisidium"
"Navicula tripunctata","Potamophylax rotundipennis"
"Navicula tripunctata","Potamopyrgus"
"Navicula tripunctata","Rhyacophila septentrionis"
"Navicula tripunctata","Serratella ignita"
"Navicula tripunctata","Sericostoma personatum"
"Navicula tripunctata","Silo nigricornis"
"Navicula tripunctata","Simuliidae gra"
"Navicula tripunctata","Tanypodinae"
"Nitzschia dissipata","Agapetus fuscipes"
"Nitzschia dissipata","Agapetus ochripes"
"Nitzschia dissipata","Ancylus"
"Nitzschia dissipata","Oligochaetae"
"Nitzschia dissipata","Baetis sp."
"Nitzschia dissipata","Caenis rivulorum"
"Nitzschia dissipata","Ceratopogonidae"
"Nitzschia dissipata","Chironomidae"
"Nitzschia dissipata","Ecclisopteryx gluttalata"
"Nitzschia dissipata","Elmis aenea Lv."
"Nitzschia dissipata","Ephemera danica"
"Nitzschia dissipata","Erpobdella"
"Nitzschia dissipata","Gammarus"
"Nitzschia dissipata","Gasterosteus"
"Nitzschia dissipata","Glossiphonia"
"Nitzschia dissipata","Heptagenia sulphurea"
"Nitzschia dissipata","Hydropsyche pellucidula"
"Nitzschia dissipata","Hydropsyche siltalai"
"Nitzschia dissipata","Lampetra planeri"
"Nitzschia dissipata","Leuctra hippopus"
"Nitzschia dissipata","Limnius volckmari Lv."
"Nitzschia dissipata","Odontocerum albicorne"
"Nitzschia dissipata","Phoxinus phoxinus"
"Nitzschia dissipata","Pisidium"
"Nitzschia dissipata","Potamophylax rotundipennis"
"Nitzschia dissipata","Potamopyrgus"
"Nitzschia dissipata","Rhyacophila septentrionis"
"Nitzschia dissipata","Serratella ignita"
"Nitzschia dissipata","Sericostoma personatum"
"Nitzschia dissipata","Silo nigricornis"
"Nitzschia dissipata","Simuliidae gra"
"Nitzschia dissipata","Tanypodinae"
"Nitzschia perminuta","Agapetus fuscipes"
"Nitzschia perminuta","Agapetus ochripes"
"Nitzschia perminuta","Ancylus"
"Nitzschia perminuta","Oligochaetae"
"Nitzschia perminuta","Baetis sp."
"Nitzschia perminuta","Caenis rivulorum"
"Nitzschia perminuta","Ceratopogonidae"
"Nitzschia perminuta","Chironomidae"
"Nitzschia perminuta","Ecclisopteryx gluttalata"
"Nitzschia perminuta","Elmis aenea Lv."
"Nitzschia perminuta","Ephemera danica"
"Nitzschia perminuta","Erpobdella"
"Nitzschia perminuta","Gammarus"
"Nitzschia perminuta","Gasterosteus"
"Nitzschia perminuta","Glossiphonia"
"Nitzschia perminuta","Heptagenia sulphurea"
"Nitzschia perminuta","Hydropsyche pellucidula"
"Nitzschia perminuta","Hydropsyche siltalai"
"Nitzschia perminuta","Lampetra planeri"
"Nitzschia perminuta","Leuctra hippopus"
"Nitzschia perminuta","Limnius volckmari Lv."
"Nitzschia perminuta","Odontocerum albicorne"
"Nitzschia perminuta","Phoxinus phoxinus"
"Nitzschia perminuta","Pisidium"
"Nitzschia perminuta","Potamophylax rotundipennis"
"Nitzschia perminuta","Potamopyrgus"
"Nitzschia perminuta","Rhyacophila septentrionis"
"Nitzschia perminuta","Serratella ignita"
"Nitzschia perminuta","Sericostoma personatum"
"Nitzschia perminuta","Silo nigricornis"
"Nitzschia perminuta","Simuliidae gra"
"Nitzschia perminuta","Tanypodinae"
"Pisidium","Anguilla anguilla"
"Pisidium","Glossiphonia"
"Pisidium","Salmo trutta"
"Pisidium","Gasterosteus"
"Pisidium","Phoxinus phoxinus"
"Potamophylax rotundipennis","Tanypodinae"
"Potamopyrgus","Anguilla anguilla"
"Potamopyrgus","Cottus gobio"
"Potamopyrgus","Gasterosteus"
"Potamopyrgus","Glossiphonia"
"Rhyacophila septentrionis","Rhyacophila septentrionis"
"Rhyacophila septentrionis","Anguilla anguilla"
"Rhyacophila septentrionis","Isoperla grammatica"
"Rhyacophila septentrionis","Phoxinus phoxinus"
"Rhyacophila septentrionis","Salmo trutta"
"S. sp. 2","Agapetus fuscipes"
"S. sp. 2","Agapetus ochripes"
"S. sp. 2","Ancylus"
"S. sp. 2","Oligochaetae"
"S. sp. 2","Baetis sp."
"S. sp. 2","Caenis rivulorum"
"S. sp. 2","Ceratopogonidae"
"S. sp. 2","Chironomidae"
"S. sp. 2","Ecclisopteryx gluttalata"
"S. sp. 2","Elmis aenea Lv."
"S. sp. 2","Ephemera danica"
"S. sp. 2","Erpobdella"
"S. sp. 2","Gammarus"
"S. sp. 2","Gasterosteus"
"S. sp. 2","Glossiphonia"
"S. sp. 2","Heptagenia sulphurea"
"S. sp. 2","Hydropsyche pellucidula"
"S. sp. 2","Hydropsyche siltalai"
"S. sp. 2","Lampetra planeri"
"S. sp. 2","Leuctra hippopus"
"S. sp. 2","Limnius volckmari Lv."
"S. sp. 2","Odontocerum albicorne"
"S. sp. 2","Phoxinus phoxinus"
"S. sp. 2","Pisidium"
"S. sp. 2","Potamophylax rotundipennis"
"S. sp. 2","Potamopyrgus"
"S. sp. 2","Rhyacophila septentrionis"
"S. sp. 2","Serratella ignita"
"S. sp. 2","Sericostoma personatum"
"S. sp. 2","Silo nigricornis"
"S. sp. 2","Simuliidae gra"
"S. sp. 2","Tanypodinae"
"Salmo trutta","Anguilla anguilla"
"Salmo trutta","Phoxinus phoxinus"
"Salmo trutta","Salmo trutta"
"Serratella ignita","Anguilla anguilla"
"Serratella ignita","Cottus gobio"
"Serratella ignita","Phoxinus phoxinus"
"Serratella ignita","Salmo trutta"
"Sericostoma personatum","Anguilla anguilla"
"Sericostoma personatum","Salmo trutta"
"Simuliidae gra","Anguilla anguilla"
"Simuliidae gra","Cottus gobio"
"Simuliidae gra","Dicranota sp."
"Simuliidae gra","Erpobdella"
"Simuliidae gra","Glossiphonia"
"Simuliidae gra","Hydracarina"
"Simuliidae gra","Isoperla grammatica"
"Simuliidae gra","Phoxinus phoxinus"
"Simuliidae gra","Rhyacophila septentrionis"
"Simuliidae gra","Salmo trutta"
"Simuliidae gra","Tanypodinae"
"Surirella ovalis","Agapetus fuscipes"
"Surirella ovalis","Agapetus ochripes"
"Surirella ovalis","Ancylus"
"Surirella ovalis","Oligochaetae"
"Surirella ovalis","Baetis sp."
"Surirella ovalis","Caenis rivulorum"
"Surirella ovalis","Ceratopogonidae"
"Surirella ovalis","Chironomidae"
"Surirella ovalis","Ecclisopteryx gluttalata"
"Surirella ovalis","Elmis aenea Lv."
"Surirella ovalis","Ephemera danica"
"Surirella ovalis","Erpobdella"
"Surirella ovalis","Gammarus"
"Surirella ovalis","Gasterosteus"
"Surirella ovalis","Glossiphonia"
"Surirella ovalis","Heptagenia sulphurea"
"Surirella ovalis","Hydropsyche pellucidula"
"Surirella ovalis","Hydropsyche siltalai"
"Surirella ovalis","Lampetra planeri"
"Surirella ovalis","Leuctra hippopus"
"Surirella ovalis","Limnius volckmari Lv."
"Surirella ovalis","Odontocerum albicorne"
"Surirella ovalis","Phoxinus phoxinus"
"Surirella ovalis","Pisidium"
"Surirella ovalis","Potamophylax rotundipennis"
"Surirella ovalis","Potamopyrgus"
"Surirella ovalis","Rhyacophila septentrionis"
"Surirella ovalis","Serratella ignita"
"Surirella ovalis","Sericostoma personatum"
"Surirella ovalis","Silo nigricornis"
"Surirella ovalis","Simuliidae gra"
"Surirella ovalis","Tanypodinae"
"Synedra ulva","Agapetus fuscipes"
"Synedra ulva","Agapetus ochripes"
"Synedra ulva","Ancylus"
"Synedra ulva","Oligochaetae"
"Synedra ulva","Baetis sp."
"Synedra ulva","Caenis rivulorum"
"Synedra ulva","Ceratopogonidae"
"Synedra ulva","Chironomidae"
"Synedra ulva","Ecclisopteryx gluttalata"
"Synedra ulva","Elmis aenea Lv."
"Synedra ulva","Ephemera danica"
"Synedra ulva","Erpobdella"
"Synedra ulva","Gammarus"
"Synedra ulva","Gasterosteus"
"Synedra ulva","Glossiphonia"
"Synedra ulva","Heptagenia sulphurea"
"Synedra ulva","Hydropsyche pellucidula"
"Synedra ulva","Hydropsyche siltalai"
"Synedra ulva","Lampetra planeri"
"Synedra ulva","Leuctra hippopus"
"Synedra ulva","Limnius volckmari Lv."
"Synedra ulva","Odontocerum albicorne"
"Synedra ulva","Phoxinus phoxinus"
"Synedra ulva","Pisidium"
"Synedra ulva","Potamophylax rotundipennis"
"Synedra ulva","Potamopyrgus"
"Synedra ulva","Rhyacophila septentrionis"
"Synedra ulva","Serratella ignita"
"Synedra ulva","Sericostoma personatum"
"Synedra ulva","Silo nigricornis"
"Synedra ulva","Simuliidae gra"
"Synedra ulva","Tanypodinae"
"Tanypodinae","Dicranota sp."
"Tanypodinae","Isoperla grammatica"
"Tanypodinae","Phoxinus phoxinus"
"Tanypodinae","Salmo trutta"
"Tanypodinae","Tanypodinae"
"Gasterosteus","Potamopyrgus"
"CPOM","Gasterosteus"
"FPOM","Gasterosteus"
"CPOM","Baetis sp."
"FPOM","Baetis sp."
"CPOM","Caenis rivulorum"
"FPOM","Caenis rivulorum"
"FPOM","Ceratopogonidae"
"Dicranota sp.","Chironomidae"
"CPOM","Chironomidae"
"FPOM","Chironomidae"
"FPOM","Ecclisopteryx gluttalata"
"FPOM","Elmis aenea Lv."
"CPOM","Ephemera danica"
"FPOM","Ephemera danica"
"CPOM","Erpobdella"
"FPOM","Erpobdella"
"CPOM","Gammarus"
"FPOM","Gammarus"
"FPOM","Lampetra planeri"
"CPOM","Glossiphonia"
"FPOM","Glossiphonia"
"Chironomidae","Gyrinidae undet. Lv."
"Leuctra hippopus","Gyrinidae undet. Lv."
"CPOM","Heptagenia sulphurea"
"FPOM","Heptagenia sulphurea"
"CPOM","Hydropsyche pellucidula"
"FPOM","Hydropsyche pellucidula"
"CPOM","Hydropsyche siltalai"
"FPOM","Hydropsyche siltalai"
"CPOM","Leuctra hippopus"
"FPOM","Leuctra hippopus"
"CPOM","Limnius volckmari Lv."
"FPOM","Limnius volckmari Lv."
"CPOM","Odontocerum albicorne"
"CPOM","Oligochaetae"
"FPOM","Oligochaetae"
"FPOM","Pisidium"
"CPOM","Potamophylax rotundipennis"
"FPOM","Potamophylax rotundipennis"
"CPOM","Potamopyrgus"
"FPOM","Potamopyrgus"
"CPOM","Rhyacophila septentrionis"
"FPOM","Rhyacophila septentrionis"
"CPOM","Sericostoma personatum"
"FPOM","Sericostoma personatum"
"CPOM","Serratella ignita"
"FPOM","Serratella ignita"
"FPOM","Silo nigricornis"
"FPOM","Simuliidae gra"
"Glossiphonia","Anguilla anguilla"
"CPOM","Tanypodinae"
"FPOM","Tanypodinae"
"CPOM","Agapetus fuscipes"
"FPOM","Agapetus fuscipes"
"CPOM","Agapetus ochripes"
"FPOM","Agapetus ochripes"
"CPOM","Ancylus"
"FPOM","Ancylus"
