"resource","consumer"
"Cymbella silesiaca","Ephemera danica"
"Cymbella solea","Ephemera danica"
"Diatoma vulgaris","Ephemera danica"
"Fragilaria elliptica","Ephemera danica"
"Fragilaria leptostauron","Ephemera danica"
"Fragilaria vaucheriae","Ephemera danica"
"Gomphonema olivaceum","Ephemera danica"
"Gongrosira incrustans","Ephemera danica"
"Melosira varians","Ephemera danica"
"Navicula capitatoradiata","Ephemera danica"
"Navicula cryptotenella","Ephemera danica"
"Navicula gregoria","Ephemera danica"
"Navicula lanceolata","Ephemera danica"
"Navicula menisculus","Ephemera danica"
"Navicula pseudogregaria","Ephemera danica"
"Navicula tripunctata","Ephemera danica"
"Nitzschia amphibia","Ephemera danica"
"Nitzschia dissipata","Ephemera danica"
"Nitzschia perminuta","Ephemera danica"
"Rhoicosphenia curvata","Ephemera danica"
"Surirella ovalis","Ephemera danica"
"Synedra ulva","Ephemera danica"
"Tabellaria flocculosa","Ephemera danica"
"Achnanthes devei","Erpobdella octoculata"
"Achnanthes elliptica","Erpobdella octoculata"
"Achnanthes lanceolata","Erpobdella octoculata"
"Amphora ovalis","Erpobdella octoculata"
"Amphora pediculus","Erpobdella octoculata"
"Annelidae undet.","Erpobdella octoculata"
"Chironomidae undet.","Erpobdella octoculata"
"Cocconeis placentula","Erpobdella octoculata"
"Cymbella lanceolata","Erpobdella octoculata"
"Cymbella minuta","Erpobdella octoculata"
"Cymbella silesiaca","Erpobdella octoculata"
"Cymbella solea","Erpobdella octoculata"
"Diatoma vulgaris","Erpobdella octoculata"
"Dicranota sp.","Erpobdella octoculata"
"Ephemera danica","Erpobdella octoculata"
"Fragilaria elliptica","Erpobdella octoculata"
"Fragilaria leptostauron","Erpobdella octoculata"
"Fragilaria vaucheriae","Erpobdella octoculata"
"Gammarus pulex","Erpobdella octoculata"
"Gomphonema olivaceum","Erpobdella octoculata"
"Gongrosira incrustans","Erpobdella octoculata"
"Melosira varians","Erpobdella octoculata"
"Navicula capitatoradiata","Erpobdella octoculata"
"Navicula cryptotenella","Erpobdella octoculata"
"Navicula gregoria","Erpobdella octoculata"
"Navicula lanceolata","Erpobdella octoculata"
"Navicula menisculus","Erpobdella octoculata"
"Navicula pseudogregaria","Erpobdella octoculata"
"Navicula tripunctata","Erpobdella octoculata"
"Nitzschia amphibia","Erpobdella octoculata"
"Nitzschia dissipata","Erpobdella octoculata"
"Nitzschia perminuta","Erpobdella octoculata"
"Rhoicosphenia curvata","Erpobdella octoculata"
"Simuliidae grc","Erpobdella octoculata"
"Simuliidae grd","Erpobdella octoculata"
"Surirella ovalis","Erpobdella octoculata"
"Synedra ulva","Erpobdella octoculata"
"Tabellaria flocculosa","Erpobdella octoculata"
"Achnanthes devei","Gammarus pulex"
"Achnanthes elliptica","Gammarus pulex"
"Achnanthes lanceolata","Gammarus pulex"
"Amphora ovalis","Gammarus pulex"
"Amphora pediculus","Gammarus pulex"
"Baetis niger","Gammarus pulex"
"Chironomidae undet.","Gammarus pulex"
"Cocconeis placentula","Gammarus pulex"
"Cymbella lanceolata","Gammarus pulex"
"Cymbella minuta","Gammarus pulex"
"Cymbella silesiaca","Gammarus pulex"
"Cymbella solea","Gammarus pulex"
"Diatoma vulgaris","Gammarus pulex"
"Fragilaria elliptica","Gammarus pulex"
"Fragilaria leptostauron","Gammarus pulex"
"Fragilaria vaucheriae","Gammarus pulex"
"Gomphonema olivaceum","Gammarus pulex"
"Gongrosira incrustans","Gammarus pulex"
"Leuctra geniculata","Gammarus pulex"
"Melosira varians","Gammarus pulex"
"Navicula capitatoradiata","Gammarus pulex"
"Navicula cryptotenella","Gammarus pulex"
"Navicula gregoria","Gammarus pulex"
"Navicula lanceolata","Gammarus pulex"
"Navicula menisculus","Gammarus pulex"
"Navicula pseudogregaria","Gammarus pulex"
"Navicula tripunctata","Gammarus pulex"
"Nitzschia amphibia","Gammarus pulex"
"Nitzschia dissipata","Gammarus pulex"
"Nitzschia perminuta","Gammarus pulex"
"Rhoicosphenia curvata","Gammarus pulex"
"Surirella ovalis","Gammarus pulex"
"Synedra ulva","Gammarus pulex"
"Tabellaria flocculosa","Gammarus pulex"
"Achnanthes devei","Heptagenia sulphurea"
"Achnanthes elliptica","Heptagenia sulphurea"
"Achnanthes lanceolata","Heptagenia sulphurea"
"Amphora ovalis","Heptagenia sulphurea"
"Amphora pediculus","Heptagenia sulphurea"
"Cocconeis placentula","Heptagenia sulphurea"
"Cymbella lanceolata","Heptagenia sulphurea"
"Cymbella minuta","Heptagenia sulphurea"
"Cymbella silesiaca","Heptagenia sulphurea"
"Cymbella solea","Heptagenia sulphurea"
"Diatoma vulgaris","Heptagenia sulphurea"
"Fragilaria elliptica","Heptagenia sulphurea"
"Fragilaria leptostauron","Heptagenia sulphurea"
"Fragilaria vaucheriae","Heptagenia sulphurea"
"Gomphonema olivaceum","Heptagenia sulphurea"
"Gongrosira incrustans","Heptagenia sulphurea"
"Melosira varians","Heptagenia sulphurea"
"Navicula capitatoradiata","Heptagenia sulphurea"
"Navicula cryptotenella","Heptagenia sulphurea"
"Navicula gregoria","Heptagenia sulphurea"
"Navicula lanceolata","Heptagenia sulphurea"
"Navicula menisculus","Heptagenia sulphurea"
"Navicula pseudogregaria","Heptagenia sulphurea"
"Navicula tripunctata","Heptagenia sulphurea"
"Nitzschia amphibia","Heptagenia sulphurea"
"Nitzschia dissipata","Heptagenia sulphurea"
"Nitzschia perminuta","Heptagenia sulphurea"
"Rhoicosphenia curvata","Heptagenia sulphurea"
"Surirella ovalis","Heptagenia sulphurea"
"Synedra ulva","Heptagenia sulphurea"
"Tabellaria flocculosa","Heptagenia sulphurea"
"Chironomidae undet.","Hydracarina sp."
"Simuliidae grc","Hydracarina sp."
"Simuliidae grd","Hydracarina sp."
"Achnanthes devei","Hydropsyche contubernalis"
"Achnanthes elliptica","Hydropsyche contubernalis"
"Achnanthes lanceolata","Hydropsyche contubernalis"
"Amphora ovalis","Hydropsyche contubernalis"
"Amphora pediculus","Hydropsyche contubernalis"
"Cocconeis placentula","Hydropsyche contubernalis"
"Cymbella lanceolata","Hydropsyche contubernalis"
"Cymbella minuta","Hydropsyche contubernalis"
"Cymbella silesiaca","Hydropsyche contubernalis"
"Cymbella solea","Hydropsyche contubernalis"
"Diatoma vulgaris","Hydropsyche contubernalis"
"Fragilaria elliptica","Hydropsyche contubernalis"
"Fragilaria leptostauron","Hydropsyche contubernalis"
"Fragilaria vaucheriae","Hydropsyche contubernalis"
"Gomphonema olivaceum","Hydropsyche contubernalis"
"Gongrosira incrustans","Hydropsyche contubernalis"
"Melosira varians","Hydropsyche contubernalis"
"Navicula capitatoradiata","Hydropsyche contubernalis"
"Navicula cryptotenella","Hydropsyche contubernalis"
"Navicula gregoria","Hydropsyche contubernalis"
"Navicula lanceolata","Hydropsyche contubernalis"
"Navicula menisculus","Hydropsyche contubernalis"
"Navicula pseudogregaria","Hydropsyche contubernalis"
"Navicula tripunctata","Hydropsyche contubernalis"
"Nitzschia amphibia","Hydropsyche contubernalis"
"Nitzschia dissipata","Hydropsyche contubernalis"
"Nitzschia perminuta","Hydropsyche contubernalis"
"Rhoicosphenia curvata","Hydropsyche contubernalis"
"Surirella ovalis","Hydropsyche contubernalis"
"Synedra ulva","Hydropsyche contubernalis"
"Tabellaria flocculosa","Hydropsyche contubernalis"
"Achnanthes devei","Hydropsyche instabilis"
"Achnanthes elliptica","Hydropsyche instabilis"
"Achnanthes lanceolata","Hydropsyche instabilis"
"Amphora ovalis","Hydropsyche instabilis"
"Amphora pediculus","Hydropsyche instabilis"
"Cocconeis placentula","Hydropsyche instabilis"
"Cymbella lanceolata","Hydropsyche instabilis"
"Cymbella minuta","Hydropsyche instabilis"
"Cymbella silesiaca","Hydropsyche instabilis"
"Cymbella solea","Hydropsyche instabilis"
"Diatoma vulgaris","Hydropsyche instabilis"
"Fragilaria elliptica","Hydropsyche instabilis"
"Fragilaria leptostauron","Hydropsyche instabilis"
"Fragilaria vaucheriae","Hydropsyche instabilis"
"Gomphonema olivaceum","Hydropsyche instabilis"
"Gongrosira incrustans","Hydropsyche instabilis"
"Melosira varians","Hydropsyche instabilis"
"Navicula capitatoradiata","Hydropsyche instabilis"
"Navicula cryptotenella","Hydropsyche instabilis"
"Navicula gregoria","Hydropsyche instabilis"
"Navicula lanceolata","Hydropsyche instabilis"
"Navicula menisculus","Hydropsyche instabilis"
"Navicula pseudogregaria","Hydropsyche instabilis"
"Navicula tripunctata","Hydropsyche instabilis"
"Nitzschia amphibia","Hydropsyche instabilis"
"Nitzschia dissipata","Hydropsyche instabilis"
"Nitzschia perminuta","Hydropsyche instabilis"
"Rhoicosphenia curvata","Hydropsyche instabilis"
"Surirella ovalis","Hydropsyche instabilis"
"Synedra ulva","Hydropsyche instabilis"
"Tabellaria flocculosa","Hydropsyche instabilis"
"Achnanthes devei","Hydropsyche pellucidula"
"Achnanthes elliptica","Hydropsyche pellucidula"
"Achnanthes lanceolata","Hydropsyche pellucidula"
"Amphora ovalis","Hydropsyche pellucidula"
"Amphora pediculus","Hydropsyche pellucidula"
"Cocconeis placentula","Hydropsyche pellucidula"
"Cymbella lanceolata","Hydropsyche pellucidula"
"Cymbella minuta","Hydropsyche pellucidula"
"Cymbella silesiaca","Hydropsyche pellucidula"
"Cymbella solea","Hydropsyche pellucidula"
"Diatoma vulgaris","Hydropsyche pellucidula"
"Fragilaria elliptica","Hydropsyche pellucidula"
"Fragilaria leptostauron","Hydropsyche pellucidula"
"Fragilaria vaucheriae","Hydropsyche pellucidula"
"Gomphonema olivaceum","Hydropsyche pellucidula"
"Gongrosira incrustans","Hydropsyche pellucidula"
"Melosira varians","Hydropsyche pellucidula"
"Navicula capitatoradiata","Hydropsyche pellucidula"
"Navicula cryptotenella","Hydropsyche pellucidula"
"Navicula gregoria","Hydropsyche pellucidula"
"Navicula lanceolata","Hydropsyche pellucidula"
"Navicula menisculus","Hydropsyche pellucidula"
"Navicula pseudogregaria","Hydropsyche pellucidula"
"Navicula tripunctata","Hydropsyche pellucidula"
"Nitzschia amphibia","Hydropsyche pellucidula"
"Nitzschia dissipata","Hydropsyche pellucidula"
"Nitzschia perminuta","Hydropsyche pellucidula"
"Rhoicosphenia curvata","Hydropsyche pellucidula"
"Surirella ovalis","Hydropsyche pellucidula"
"Synedra ulva","Hydropsyche pellucidula"
"Tabellaria flocculosa","Hydropsyche pellucidula"
"Achnanthes devei","Hydropsyche siltalai"
"Achnanthes elliptica","Hydropsyche siltalai"
"Achnanthes lanceolata","Hydropsyche siltalai"
"Amphora ovalis","Hydropsyche siltalai"
"Amphora pediculus","Hydropsyche siltalai"
"Cocconeis placentula","Hydropsyche siltalai"
"Cymbella lanceolata","Hydropsyche siltalai"
"Cymbella minuta","Hydropsyche siltalai"
"Cymbella silesiaca","Hydropsyche siltalai"
"Cymbella solea","Hydropsyche siltalai"
"Diatoma vulgaris","Hydropsyche siltalai"
"Fragilaria elliptica","Hydropsyche siltalai"
"Fragilaria leptostauron","Hydropsyche siltalai"
"Fragilaria vaucheriae","Hydropsyche siltalai"
"Gomphonema olivaceum","Hydropsyche siltalai"
"Gongrosira incrustans","Hydropsyche siltalai"
"Melosira varians","Hydropsyche siltalai"
"Navicula capitatoradiata","Hydropsyche siltalai"
"Navicula cryptotenella","Hydropsyche siltalai"
"Navicula gregoria","Hydropsyche siltalai"
"Navicula lanceolata","Hydropsyche siltalai"
"Navicula menisculus","Hydropsyche siltalai"
"Navicula pseudogregaria","Hydropsyche siltalai"
"Navicula tripunctata","Hydropsyche siltalai"
"Nitzschia amphibia","Hydropsyche siltalai"
"Nitzschia dissipata","Hydropsyche siltalai"
"Nitzschia perminuta","Hydropsyche siltalai"
"Rhoicosphenia curvata","Hydropsyche siltalai"
"Surirella ovalis","Hydropsyche siltalai"
"Synedra ulva","Hydropsyche siltalai"
"Tabellaria flocculosa","Hydropsyche siltalai"
"Achnanthes devei","Hydroptila sp."
"Achnanthes elliptica","Hydroptila sp."
"Achnanthes lanceolata","Hydroptila sp."
"Amphora ovalis","Hydroptila sp."
"Amphora pediculus","Hydroptila sp."
"Cocconeis placentula","Hydroptila sp."
"Cymbella lanceolata","Hydroptila sp."
"Cymbella minuta","Hydroptila sp."
"Cymbella silesiaca","Hydroptila sp."
"Cymbella solea","Hydroptila sp."
"Diatoma vulgaris","Hydroptila sp."
"Fragilaria elliptica","Hydroptila sp."
"Fragilaria leptostauron","Hydroptila sp."
"Fragilaria vaucheriae","Hydroptila sp."
"Gomphonema olivaceum","Hydroptila sp."
"Gongrosira incrustans","Hydroptila sp."
"Melosira varians","Hydroptila sp."
"Navicula capitatoradiata","Hydroptila sp."
"Navicula cryptotenella","Hydroptila sp."
"Navicula gregoria","Hydroptila sp."
"Navicula lanceolata","Hydroptila sp."
"Navicula menisculus","Hydroptila sp."
"Navicula pseudogregaria","Hydroptila sp."
"Navicula tripunctata","Hydroptila sp."
"Nitzschia amphibia","Hydroptila sp."
"Nitzschia dissipata","Hydroptila sp."
"Nitzschia perminuta","Hydroptila sp."
"Rhoicosphenia curvata","Hydroptila sp."
"Surirella ovalis","Hydroptila sp."
"Synedra ulva","Hydroptila sp."
"Tabellaria flocculosa","Hydroptila sp."
"Achnanthes devei","Lepidostoma hirtum"
"Achnanthes elliptica","Lepidostoma hirtum"
"Achnanthes lanceolata","Lepidostoma hirtum"
"Amphora ovalis","Lepidostoma hirtum"
"Amphora pediculus","Lepidostoma hirtum"
"Cocconeis placentula","Lepidostoma hirtum"
"Cymbella lanceolata","Lepidostoma hirtum"
"Cymbella minuta","Lepidostoma hirtum"
"Cymbella silesiaca","Lepidostoma hirtum"
"Cymbella solea","Lepidostoma hirtum"
"Diatoma vulgaris","Lepidostoma hirtum"
"Fragilaria elliptica","Lepidostoma hirtum"
"Fragilaria leptostauron","Lepidostoma hirtum"
"Fragilaria vaucheriae","Lepidostoma hirtum"
"Gomphonema olivaceum","Lepidostoma hirtum"
"Gongrosira incrustans","Lepidostoma hirtum"
"Melosira varians","Lepidostoma hirtum"
"Navicula capitatoradiata","Lepidostoma hirtum"
"Navicula cryptotenella","Lepidostoma hirtum"
"Navicula gregoria","Lepidostoma hirtum"
"Navicula lanceolata","Lepidostoma hirtum"
"Navicula menisculus","Lepidostoma hirtum"
"Navicula pseudogregaria","Lepidostoma hirtum"
"Navicula tripunctata","Lepidostoma hirtum"
"Nitzschia amphibia","Lepidostoma hirtum"
"Nitzschia dissipata","Lepidostoma hirtum"
"Nitzschia perminuta","Lepidostoma hirtum"
"Rhoicosphenia curvata","Lepidostoma hirtum"
"Surirella ovalis","Lepidostoma hirtum"
"Synedra ulva","Lepidostoma hirtum"
"Tabellaria flocculosa","Lepidostoma hirtum"
"Achnanthes devei","Leuctra geniculata"
"Achnanthes elliptica","Leuctra geniculata"
"Achnanthes lanceolata","Leuctra geniculata"
"Amphora ovalis","Leuctra geniculata"
"Amphora pediculus","Leuctra geniculata"
"Cocconeis placentula","Leuctra geniculata"
"Cymbella lanceolata","Leuctra geniculata"
"Cymbella minuta","Leuctra geniculata"
"Cymbella silesiaca","Leuctra geniculata"
"Cymbella solea","Leuctra geniculata"
"Diatoma vulgaris","Leuctra geniculata"
"Fragilaria elliptica","Leuctra geniculata"
"Fragilaria leptostauron","Leuctra geniculata"
"Fragilaria vaucheriae","Leuctra geniculata"
"Gomphonema olivaceum","Leuctra geniculata"
"Gongrosira incrustans","Leuctra geniculata"
"Melosira varians","Leuctra geniculata"
"Navicula capitatoradiata","Leuctra geniculata"
"Navicula cryptotenella","Leuctra geniculata"
"Navicula gregoria","Leuctra geniculata"
"Navicula lanceolata","Leuctra geniculata"
"Navicula menisculus","Leuctra geniculata"
"Navicula pseudogregaria","Leuctra geniculata"
"Navicula tripunctata","Leuctra geniculata"
"Nitzschia amphibia","Leuctra geniculata"
"Nitzschia dissipata","Leuctra geniculata"
"Nitzschia perminuta","Leuctra geniculata"
"Rhoicosphenia curvata","Leuctra geniculata"
"Surirella ovalis","Leuctra geniculata"
"Synedra ulva","Leuctra geniculata"
"Tabellaria flocculosa","Leuctra geniculata"
"Achnanthes devei","Limnius volckmari Ad."
"Achnanthes elliptica","Limnius volckmari Ad."
"Achnanthes lanceolata","Limnius volckmari Ad."
"Amphora ovalis","Limnius volckmari Ad."
"Amphora pediculus","Limnius volckmari Ad."
"Cocconeis placentula","Limnius volckmari Ad."
"Cymbella lanceolata","Limnius volckmari Ad."
"Cymbella minuta","Limnius volckmari Ad."
"Cymbella silesiaca","Limnius volckmari Ad."
"Cymbella solea","Limnius volckmari Ad."
"Diatoma vulgaris","Limnius volckmari Ad."
"Fragilaria elliptica","Limnius volckmari Ad."
"Fragilaria leptostauron","Limnius volckmari Ad."
"Fragilaria vaucheriae","Limnius volckmari Ad."
"Gomphonema olivaceum","Limnius volckmari Ad."
"Gongrosira incrustans","Limnius volckmari Ad."
"Melosira varians","Limnius volckmari Ad."
"Navicula capitatoradiata","Limnius volckmari Ad."
"Navicula cryptotenella","Limnius volckmari Ad."
"Navicula gregoria","Limnius volckmari Ad."
"Navicula lanceolata","Limnius volckmari Ad."
"Navicula menisculus","Limnius volckmari Ad."
"Navicula pseudogregaria","Limnius volckmari Ad."
"Navicula tripunctata","Limnius volckmari Ad."
"Nitzschia amphibia","Limnius volckmari Ad."
"Nitzschia dissipata","Limnius volckmari Ad."
"Nitzschia perminuta","Limnius volckmari Ad."
"Rhoicosphenia curvata","Limnius volckmari Ad."
"Surirella ovalis","Limnius volckmari Ad."
"Synedra ulva","Limnius volckmari Ad."
"Tabellaria flocculosa","Limnius volckmari Ad."
"Achnanthes devei","Limnius volckmari Lv."
"Achnanthes elliptica","Limnius volckmari Lv."
"Achnanthes lanceolata","Limnius volckmari Lv."
"Amphora ovalis","Limnius volckmari Lv."
"Amphora pediculus","Limnius volckmari Lv."
"Cocconeis placentula","Limnius volckmari Lv."
"Cymbella lanceolata","Limnius volckmari Lv."
"Cymbella minuta","Limnius volckmari Lv."
"Cymbella silesiaca","Limnius volckmari Lv."
"Cymbella solea","Limnius volckmari Lv."
"Diatoma vulgaris","Limnius volckmari Lv."
"Fragilaria elliptica","Limnius volckmari Lv."
"Fragilaria leptostauron","Limnius volckmari Lv."
"Fragilaria vaucheriae","Limnius volckmari Lv."
"Gomphonema olivaceum","Limnius volckmari Lv."
"Gongrosira incrustans","Limnius volckmari Lv."
"Melosira varians","Limnius volckmari Lv."
"Navicula capitatoradiata","Limnius volckmari Lv."
"Navicula cryptotenella","Limnius volckmari Lv."
"Navicula gregoria","Limnius volckmari Lv."
"Navicula lanceolata","Limnius volckmari Lv."
"Navicula menisculus","Limnius volckmari Lv."
"Navicula pseudogregaria","Limnius volckmari Lv."
"Navicula tripunctata","Limnius volckmari Lv."
"Nitzschia amphibia","Limnius volckmari Lv."
"Nitzschia dissipata","Limnius volckmari Lv."
"Nitzschia perminuta","Limnius volckmari Lv."
"Rhoicosphenia curvata","Limnius volckmari Lv."
"Surirella ovalis","Limnius volckmari Lv."
"Synedra ulva","Limnius volckmari Lv."
"Tabellaria flocculosa","Limnius volckmari Lv."
"Achnanthes devei","Oulimnius tuberculatus Lv."
"Achnanthes elliptica","Oulimnius tuberculatus Lv."
"Achnanthes lanceolata","Oulimnius tuberculatus Lv."
"Amphora ovalis","Oulimnius tuberculatus Lv."
"Amphora pediculus","Oulimnius tuberculatus Lv."
"Cocconeis placentula","Oulimnius tuberculatus Lv."
"Cymbella lanceolata","Oulimnius tuberculatus Lv."
"Cymbella minuta","Oulimnius tuberculatus Lv."
"Cymbella silesiaca","Oulimnius tuberculatus Lv."
"Cymbella solea","Oulimnius tuberculatus Lv."
"Diatoma vulgaris","Oulimnius tuberculatus Lv."
"Fragilaria elliptica","Oulimnius tuberculatus Lv."
"Fragilaria leptostauron","Oulimnius tuberculatus Lv."
"Fragilaria vaucheriae","Oulimnius tuberculatus Lv."
"Gomphonema olivaceum","Oulimnius tuberculatus Lv."
"Gongrosira incrustans","Oulimnius tuberculatus Lv."
"Melosira varians","Oulimnius tuberculatus Lv."
"Navicula capitatoradiata","Oulimnius tuberculatus Lv."
"Navicula cryptotenella","Oulimnius tuberculatus Lv."
"Navicula gregoria","Oulimnius tuberculatus Lv."
"Navicula lanceolata","Oulimnius tuberculatus Lv."
"Navicula menisculus","Oulimnius tuberculatus Lv."
"Navicula pseudogregaria","Oulimnius tuberculatus Lv."
"Navicula tripunctata","Oulimnius tuberculatus Lv."
"Nitzschia amphibia","Oulimnius tuberculatus Lv."
"Nitzschia dissipata","Oulimnius tuberculatus Lv."
"Nitzschia perminuta","Oulimnius tuberculatus Lv."
"Rhoicosphenia curvata","Oulimnius tuberculatus Lv."
"Surirella ovalis","Oulimnius tuberculatus Lv."
"Synedra ulva","Oulimnius tuberculatus Lv."
"Tabellaria flocculosa","Oulimnius tuberculatus Lv."
"Anguilla","Piscicola geometra"
"Salmo trutta","Piscicola geometra"
"Achnanthes devei","Plectrocnemia conspersa"
"Achnanthes elliptica","Plectrocnemia conspersa"
"Achnanthes lanceolata","Plectrocnemia conspersa"
"Amphora ovalis","Plectrocnemia conspersa"
"Amphora pediculus","Plectrocnemia conspersa"
"Annelidae undet.","Plectrocnemia conspersa"
"Baetis niger","Plectrocnemia conspersa"
"Caenis rivulorum","Plectrocnemia conspersa"
"Chironomidae undet.","Plectrocnemia conspersa"
"Cocconeis placentula","Plectrocnemia conspersa"
"Cymbella lanceolata","Plectrocnemia conspersa"
"Cymbella minuta","Plectrocnemia conspersa"
"Cymbella silesiaca","Plectrocnemia conspersa"
"Cymbella solea","Plectrocnemia conspersa"
"Diatoma vulgaris","Plectrocnemia conspersa"
"Dicranota sp.","Plectrocnemia conspersa"
"Fragilaria elliptica","Plectrocnemia conspersa"
"Fragilaria leptostauron","Plectrocnemia conspersa"
"Fragilaria vaucheriae","Plectrocnemia conspersa"
"Gammarus pulex","Plectrocnemia conspersa"
"Gomphonema olivaceum","Plectrocnemia conspersa"
"Gongrosira incrustans","Plectrocnemia conspersa"
"Leuctra geniculata","Plectrocnemia conspersa"
"Melosira varians","Plectrocnemia conspersa"
"Navicula capitatoradiata","Plectrocnemia conspersa"
"Navicula cryptotenella","Plectrocnemia conspersa"
"Navicula gregoria","Plectrocnemia conspersa"
"Navicula lanceolata","Plectrocnemia conspersa"
"Navicula menisculus","Plectrocnemia conspersa"
"Navicula pseudogregaria","Plectrocnemia conspersa"
"Navicula tripunctata","Plectrocnemia conspersa"
"Nitzschia amphibia","Plectrocnemia conspersa"
"Nitzschia dissipata","Plectrocnemia conspersa"
"Nitzschia perminuta","Plectrocnemia conspersa"
"Piscicola geometra","Plectrocnemia conspersa"
"Plectrocnemia conspersa","Plectrocnemia conspersa"
"Rhoicosphenia curvata","Plectrocnemia conspersa"
"Simuliidae grc","Plectrocnemia conspersa"
"Simuliidae grd","Plectrocnemia conspersa"
"Surirella ovalis","Plectrocnemia conspersa"
"Synedra ulva","Plectrocnemia conspersa"
"Tabellaria flocculosa","Plectrocnemia conspersa"
"Tanypodinae undet.","Plectrocnemia conspersa"
"Tipulidae undet.","Plectrocnemia conspersa"
"Achnanthes devei","Rhithrogena semicolorata"
"Achnanthes elliptica","Rhithrogena semicolorata"
"Achnanthes lanceolata","Rhithrogena semicolorata"
"Amphora ovalis","Rhithrogena semicolorata"
"Amphora pediculus","Rhithrogena semicolorata"
"Cocconeis placentula","Rhithrogena semicolorata"
"Cymbella lanceolata","Rhithrogena semicolorata"
"Cymbella minuta","Rhithrogena semicolorata"
"Cymbella silesiaca","Rhithrogena semicolorata"
"Cymbella solea","Rhithrogena semicolorata"
"Diatoma vulgaris","Rhithrogena semicolorata"
"Fragilaria elliptica","Rhithrogena semicolorata"
"Fragilaria leptostauron","Rhithrogena semicolorata"
"Fragilaria vaucheriae","Rhithrogena semicolorata"
"Gomphonema olivaceum","Rhithrogena semicolorata"
"Gongrosira incrustans","Rhithrogena semicolorata"
"Melosira varians","Rhithrogena semicolorata"
"Navicula capitatoradiata","Rhithrogena semicolorata"
"Navicula cryptotenella","Rhithrogena semicolorata"
"Navicula gregoria","Rhithrogena semicolorata"
"Navicula lanceolata","Rhithrogena semicolorata"
"Navicula menisculus","Rhithrogena semicolorata"
"Navicula pseudogregaria","Rhithrogena semicolorata"
"Navicula tripunctata","Rhithrogena semicolorata"
"Nitzschia amphibia","Rhithrogena semicolorata"
"Nitzschia dissipata","Rhithrogena semicolorata"
"Nitzschia perminuta","Rhithrogena semicolorata"
"Rhoicosphenia curvata","Rhithrogena semicolorata"
"Surirella ovalis","Rhithrogena semicolorata"
"Synedra ulva","Rhithrogena semicolorata"
"Tabellaria flocculosa","Rhithrogena semicolorata"
"Achnanthes devei","Sericostoma personatum"
"Achnanthes elliptica","Sericostoma personatum"
"Achnanthes lanceolata","Sericostoma personatum"
"Amphora ovalis","Sericostoma personatum"
"Amphora pediculus","Sericostoma personatum"
"Cocconeis placentula","Sericostoma personatum"
"Cymbella lanceolata","Sericostoma personatum"
"Cymbella minuta","Sericostoma personatum"
"Cymbella silesiaca","Sericostoma personatum"
"Cymbella solea","Sericostoma personatum"
"Diatoma vulgaris","Sericostoma personatum"
"Fragilaria elliptica","Sericostoma personatum"
"Fragilaria leptostauron","Sericostoma personatum"
"Fragilaria vaucheriae","Sericostoma personatum"
"Gomphonema olivaceum","Sericostoma personatum"
"Gongrosira incrustans","Sericostoma personatum"
"Melosira varians","Sericostoma personatum"
"Navicula capitatoradiata","Sericostoma personatum"
"Navicula cryptotenella","Sericostoma personatum"
"Navicula gregoria","Sericostoma personatum"
"Navicula lanceolata","Sericostoma personatum"
"Navicula menisculus","Sericostoma personatum"
"Navicula pseudogregaria","Sericostoma personatum"
"Navicula tripunctata","Sericostoma personatum"
"Nitzschia amphibia","Sericostoma personatum"
"Nitzschia dissipata","Sericostoma personatum"
"Nitzschia perminuta","Sericostoma personatum"
"Rhoicosphenia curvata","Sericostoma personatum"
"Surirella ovalis","Sericostoma personatum"
"Synedra ulva","Sericostoma personatum"
"Tabellaria flocculosa","Sericostoma personatum"
"Achnanthes devei","Seratella ignita"
"Achnanthes elliptica","Seratella ignita"
"Achnanthes lanceolata","Seratella ignita"
"Amphora ovalis","Seratella ignita"
"Amphora pediculus","Seratella ignita"
"Cocconeis placentula","Seratella ignita"
"Cymbella lanceolata","Seratella ignita"
"Cymbella minuta","Seratella ignita"
"Cymbella silesiaca","Seratella ignita"
"Cymbella solea","Seratella ignita"
"Diatoma vulgaris","Seratella ignita"
"Fragilaria elliptica","Seratella ignita"
"Fragilaria leptostauron","Seratella ignita"
"Fragilaria vaucheriae","Seratella ignita"
"Gomphonema olivaceum","Seratella ignita"
"Gongrosira incrustans","Seratella ignita"
"Melosira varians","Seratella ignita"
"Navicula capitatoradiata","Seratella ignita"
"Navicula cryptotenella","Seratella ignita"
"Navicula gregoria","Seratella ignita"
"Navicula lanceolata","Seratella ignita"
"Navicula menisculus","Seratella ignita"
"Navicula pseudogregaria","Seratella ignita"
"Navicula tripunctata","Seratella ignita"
"Nitzschia amphibia","Seratella ignita"
"Nitzschia dissipata","Seratella ignita"
"Nitzschia perminuta","Seratella ignita"
"Rhoicosphenia curvata","Seratella ignita"
"Surirella ovalis","Seratella ignita"
"Synedra ulva","Seratella ignita"
"Tabellaria flocculosa","Seratella ignita"
"Achnanthes devei","Silo pallipes"
"Achnanthes elliptica","Silo pallipes"
"Achnanthes lanceolata","Silo pallipes"
"Amphora ovalis","Silo pallipes"
"Amphora pediculus","Silo pallipes"
"Cocconeis placentula","Silo pallipes"
"Cymbella lanceolata","Silo pallipes"
"Cymbella minuta","Silo pallipes"
"Cymbella silesiaca","Silo pallipes"
"Cymbella solea","Silo pallipes"
